Reference,Date,Debit,Credit,Description,Balance
REF-20240326-713453,26/03/2024,,45.51,CARD SETTLEMENT NET TXN20240323005507,2313856.88
REF-20240403-742364,03/04/2024,,151.47,PAYMENT SETTLEMENT TXN20240329021266,2314008.35
REF-20240305-559926,05/03/2024,,985.39,PAYMENT SETTLEMENT TXN20240304020290,2314993.74
REF-20240404-333286,04/04/2024,48.40,,REVERSAL OF REF-20240403-272755,2314945.34
REF-20240312-293941,12/03/2024,,69.93,PAYMENT SETTLEMENT TXN20240309047794,2315015.27
REF-20240307-575690,07/03/2024,,26.23,PAYMENT SETTLEMENT TXN20240306009104,2315041.50
REF-20240314-886314,14/03/2024,,66.15,PAYMENT SETTLEMENT TXN20240313020326,2315107.65
REF-20240326-361255,26/03/2024,,56.26,PAYMENT SETTLEMENT TXN20240325010319,2315163.91
REF-20240320-253831,20/03/2024,,146.84,PAYMENT SETTLEMENT TXN20240319022580,2315310.75
REF-20240305-290374,05/03/2024,,112.25,PAYMENT SETTLEMENT TXN20240303034039,2315423.00
REF-20240312-741767,12/03/2024,41.80,,RETURNED PAYMENT ORIG REF-20240311-506053 RSN BE01 NAME MISMATCH,2315381.20
REF-20240322-678919,22/03/2024,,60.16,PAYMENT SETTLEMENT TXN20240321004560,2315441.36
REF-20240305-368407,05/03/2024,,219.18,CARD SETTLEMENT NET TXN20240302047472,2315660.54
REF-20240403-770961,03/04/2024,,173.28,PAYMENT SETTLEMENT TXN20240331019800,2315833.82
REF-20240314-628529,14/03/2024,,110.51,PAYMENT SETTLEMENT TXN20240313017972,2315944.33
REF-20240322-207185,22/03/2024,,128.13,PAYMENT SETTLEMENT TXN20240321011616,2316072.46
REF-20240304-475215,04/03/2024,,120.48,MERCHANT CREDIT CUST6042,2316192.94
REF-20240325-725174,25/03/2024,,130.62,PAYMENT SETTLEMENT TXN20240322035922,2316323.56
REF-20240326-869435,26/03/2024,,17.79,PAYMENT SETTLEMENT TXN20240323023627,2316341.35
REF-20240319-791142,19/03/2024,,93.84,PAYMENT SETTLEMENT TXN20240316020354,2316435.19
REF-20240319-264023,19/03/2024,,62.52,SETTLEMENT BATCH 0319,2316497.71
REF-20240313-461415,13/03/2024,,19.55,PAYMENT SETTLEMENT TXN20240312036204,2316517.26
REF-20240308-614707,08/03/2024,,61.22,PAYMENT SETTLEMENT TXN20240307007343,2316578.48
REF-20240308-402109,08/03/2024,,57.55,PAYMENT SETTLEMENT TXN20240307013946,2316636.03
REF-20240306-660508,06/03/2024,,29.35,PAYMENT SETTLEMENT TXN20240305008593,2316665.38
REF-20240403-616884,03/04/2024,,205.80,PAYMENT SETTLEMENT TXN20240331040846,2316871.18
REF-20240320-445329,20/03/2024,,623.09,INTEREST CREDIT 52TL,2317494.27
REF-20240328-153928,28/03/2024,,25.85,PAYMENT SETTLEMENT TXN20240327001888,2317520.12
REF-20240326-957290,26/03/2024,,89.04,PAYMENT SETTLEMENT TXN20240324010309,2317609.16
REF-20240321-608898,21/03/2024,,28.06,PAYMENT SETTLEMENT TXN20240320048472,2317637.22
REF-20240305-661108,05/03/2024,,74.03,PAYMENT SETTLEMENT TXN20240304006905,2317711.25
REF-20240311-481001,11/03/2024,,23.37,PAYMENT SETTLEMENT TXN20240308028480,2317734.62
REF-20240305-425900,05/03/2024,,96.54,PAYMENT SETTLEMENT TXN20240303039501,2317831.16
REF-20240308-359336,08/03/2024,,46.48,PAYMENT SETTLEMENT TXN20240307009421,2317877.64
REF-20240326-477571,26/03/2024,,24.28,CARD SETTLEMENT NET TXN20240323037064,2317901.92
REF-20240307-411142,07/03/2024,115.97,,REFUND PROCESSED 28EO,2317785.95
REF-20240312-925500,12/03/2024,,58.57,PAYMENT SETTLEMENT TXN20240311027124,2317844.52
REF-20240319-773767,19/03/2024,,34.35,PAYMENT SETTLEMENT TXN20240316006179,2317878.87
REF-20240326-902237,26/03/2024,,153.08,PAYMENT SETTLEMENT TXN20240325041547,2318031.95
REF-20240328-163676,28/03/2024,,117.09,PAYMENT SETTLEMENT TXN20240327040922,2318149.04
REF-20240325-879317,25/03/2024,,27.36,CARD SETTLEMENT NET TXN20240322016082,2318176.40
REF-20240325-570881,25/03/2024,,60.07,PAYMENT SETTLEMENT TXN20240322004619,2318236.47
REF-20240305-769856,05/03/2024,,53.55,MERCHANT CREDIT CUST3528,2318290.02
REF-20240305-620879,05/03/2024,,52.27,PAYMENT SETTLEMENT TXN20240304031537,2318342.29
REF-20240313-951277,13/03/2024,,12.75,CARD SETTLEMENT NET TXN20240312043604,2318355.04
REF-20240317-109950,17/03/2024,771.05,,CHARGEBACK RECEIVED 21OQ,2317583.99
REF-20240307-636342,07/03/2024,,173.15,PAYMENT SETTLEMENT TXN20240306045472,2317757.14
REF-20240314-246092,14/03/2024,,14.74,PAYMENT SETTLEMENT TXN20240313007602,2317771.88
REF-20240321-508504,21/03/2024,,48.24,PAYMENT SETTLEMENT TXN20240320027751,2317820.12
REF-20240305-733687,05/03/2024,,949.98,PAYMENT SETTLEMENT TXN20240304027070,2318770.10
REF-20240319-412420,19/03/2024,,20.61,PAYMENT SETTLEMENT TXN20240316008826,2318790.71
REF-20240319-117075,19/03/2024,,97.76,PAYMENT SETTLEMENT TXN20240316010775,2318888.47
REF-20240314-127646,14/03/2024,,41.36,CARD SETTLEMENT NET TXN20240313004259,2318929.83
REF-20240326-697004,26/03/2024,,33.40,PAYMENT SETTLEMENT TXN20240323038837,2318963.23
REF-20240327-671428,27/03/2024,,39.83,PAYMENT SETTLEMENT TXN20240326016125,2319003.06
REF-20240319-411274,19/03/2024,,144.11,PAYMENT SETTLEMENT TXN20240317037190,2319147.17
REF-20240403-259859,03/04/2024,,222.89,SETTLEMENT BATCH 0403,2319370.06
REF-20240314-838770,14/03/2024,,193.06,PAYMENT SETTLEMENT TXN20240313002320,2319563.12
REF-20240321-183596,21/03/2024,,22.68,PAYMENT SETTLEMENT TXN20240320018380,2319585.80
REF-20240322-691694,22/03/2024,,51.04,PAYMENT SETTLEMENT TXN20240321023828,2319636.84
REF-20240322-739064,22/03/2024,21.55,,RETURNED PAYMENT ORIG REF-20240319-133108 RSN AC04 ACCOUNT CLOSED,2319615.29
REF-20240313-138595,13/03/2024,,230.89,PAYMENT SETTLEMENT TXN20240312044375,2319846.18
REF-20240327-192204,27/03/2024,,107.28,CARD SETTLEMENT NET TXN20240326032638,2319953.46
REF-20240325-207582,25/03/2024,,133.13,SETTLEMENT BATCH 0325,2320086.59
REF-20240325-517126,25/03/2024,,86.17,PAYMENT SETTLEMENT TXN20240322014188,2320172.76
REF-20240328-730956,28/03/2024,,64.53,PAYMENT SETTLEMENT TXN20240327045171,2320237.29
REF-20240306-181735,06/03/2024,,37.29,MERCHANT CREDIT CUST5879,2320274.58
REF-20240327-944445,27/03/2024,,350.92,PAYMENT SETTLEMENT TXN20240326021079,2320625.50
REF-20240321-911666,21/03/2024,,28.06,PAYMENT SETTLEMENT TXN20240320041533,2320653.56
REF-20240305-279916,05/03/2024,,222.67,PAYMENT SETTLEMENT TXN20240304005608,2320876.23
REF-20240327-857329,27/03/2024,,436.49,INTEREST CREDIT 27BI,2321312.72
REF-20240403-253159,03/04/2024,,198.93,SETTLEMENT BATCH 0403,2321511.65
REF-20240308-109704,08/03/2024,,70.70,PAYMENT SETTLEMENT TXN20240307012236,2321582.35
REF-20240318-502025,18/03/2024,,25.04,PAYMENT SETTLEMENT TXN20240315037440,2321607.39
REF-20240403-951052,03/04/2024,,285.87,PAYMENT SETTLEMENT TXN20240330013105,2321893.26
REF-20240315-510707,15/03/2024,,217.20,PAYMENT SETTLEMENT TXN20240314038469,2322110.46
REF-20240312-424651,12/03/2024,,86.49,PAYMENT SETTLEMENT TXN20240309000574,2322196.95
REF-20240305-933141,05/03/2024,,109.81,PAYMENT SETTLEMENT TXN20240304004802,2322306.76
REF-20240322-910857,22/03/2024,,145.27,SETTLEMENT BATCH 0322,2322452.03
REF-20240313-160282,13/03/2024,,109.39,PAYMENT SETTLEMENT TXN20240312045548,2322561.42
REF-20240327-956544,27/03/2024,,25.88,PAYMENT SETTLEMENT TXN20240326032066,2322587.30
REF-20240320-163451,20/03/2024,,96.85,MERCHANT CREDIT CUST8392,2322684.15
REF-20240319-359682,19/03/2024,,37.50,CARD SETTLEMENT NET TXN20240317030383,2322721.65
REF-20240319-502160,19/03/2024,,289.26,PAYMENT SETTLEMENT TXN20240318030522,2323010.91
REF-20240312-444774,12/03/2024,,174.35,PAYMENT SETTLEMENT TXN20240310032205,2323185.26
REF-20240319-113907,19/03/2024,,38.31,PAYMENT SETTLEMENT TXN20240316045382,2323223.57
REF-20240308-995278,08/03/2024,,31.61,PAYMENT SETTLEMENT TXN20240307025543,2323255.18
REF-20240326-115362,26/03/2024,,56.90,CARD SETTLEMENT NET TXN20240323026340,2323312.08
REF-20240305-461578,05/03/2024,,116.08,PAYMENT SETTLEMENT TXN20240303000926,2323428.16
REF-20240313-741033,13/03/2024,,42.41,PAYMENT SETTLEMENT TXN20240312022718,2323470.57
REF-20240305-919034,05/03/2024,,47.80,PAYMENT SETTLEMENT TXN20240303042412,2323518.37
REF-20240321-639324,21/03/2024,,308.86,PAYMENT SETTLEMENT TXN20240320005888,2323827.23
REF-20240321-916626,21/03/2024,,99.20,MERCHANT CREDIT CUST7470,2323926.43
REF-20240326-885202,26/03/2024,,127.77,PAYMENT SETTLEMENT TXN20240324000278,2324054.20
REF-20240307-401986,07/03/2024,,169.87,PAYMENT SETTLEMENT TXN20240306003898,2324224.07
REF-20240326-943711,26/03/2024,,17.97,PAYMENT SETTLEMENT TXN20240324018313,2324242.04
REF-20240308-279467,08/03/2024,,35.03,PAYMENT SETTLEMENT TXN20240307047548,2324277.07
REF-20240305-733205,05/03/2024,,30.71,PAYMENT SETTLEMENT TXN20240302016424,2324307.78
REF-20240326-869893,26/03/2024,,30.69,CARD SETTLEMENT NET TXN20240324044106,2324338.47
REF-20240322-981747,22/03/2024,,113.08,PAYMENT SETTLEMENT TXN20240321000763,2324451.55
REF-20240402-123553,02/04/2024,,104.92,PAYMENT SETTLEMENT TXN20240328014000,2324556.47
REF-20240403-651890,03/04/2024,,121.71,PAYMENT SETTLEMENT TXN20240329039287,2324678.18
REF-20240402-828971,02/04/2024,,90.06,PAYMENT SETTLEMENT TXN20240328037021,2324768.24
REF-20240313-836460,13/03/2024,,57.98,PAYMENT SETTLEMENT TXN20240312006640,2324826.22
REF-20240328-238114,28/03/2024,,33.54,PAYMENT SETTLEMENT TXN20240327015532,2324859.76
REF-20240319-231897,19/03/2024,,111.81,PAYMENT SETTLEMENT TXN20240318004403,2324971.57
REF-20240308-803505,08/03/2024,,35.18,CARD SETTLEMENT NET TXN20240307003351,2325006.75
REF-20240314-804683,14/03/2024,,183.79,PAYMENT SETTLEMENT TXN20240313032092,2325190.54
REF-20240319-696557,19/03/2024,,220.33,PAYMENT SETTLEMENT TXN20240318032607,2325410.87
REF-20240322-331002,22/03/2024,,109.83,PAYMENT SETTLEMENT TXN20240321010106,2325520.70
REF-20240315-916652,15/03/2024,,240.40,CARD SETTLEMENT NET TXN20240314018592,2325761.10
REF-20240326-773696,26/03/2024,,110.71,PAYMENT SETTLEMENT TXN20240325038733,2325871.81
REF-20240319-443493,19/03/2024,,179.73,PAYMENT SETTLEMENT TXN20240317018115,2326051.54
REF-20240305-332472,05/03/2024,,75.88,PAYMENT SETTLEMENT TXN20240302019465,2326127.42
REF-20240313-163668,13/03/2024,,183.51,SETTLEMENT BATCH 0313,2326310.93
REF-20240403-806979,03/04/2024,,35.58,PAYMENT SETTLEMENT TXN20240330022746,2326346.51
REF-20240327-625806,27/03/2024,,136.51,PAYMENT SETTLEMENT TXN20240326029526,2326483.02
REF-20240327-133019,27/03/2024,,65.15,PAYMENT SETTLEMENT TXN20240326006613,2326548.17
REF-20240313-475348,13/03/2024,,37.01,PAYMENT SETTLEMENT TXN20240312003601,2326585.18
REF-20240306-535705,06/03/2024,,14.83,CARD SETTLEMENT NET TXN20240305040971,2326600.01
REF-20240310-978835,10/03/2024,,861.87,INTEREST CREDIT 38YF,2327461.88
REF-20240314-461930,14/03/2024,,84.40,PAYMENT SETTLEMENT TXN20240313030772,2327546.28
REF-20240314-788692,14/03/2024,117.87,,REVERSAL OF REF-20240313-732397,2327428.41
REF-20240304-987993,04/03/2024,,91.58,CARD SETTLEMENT NET TXN20240301025077,2327519.99
REF-20240320-698002,20/03/2024,,128.88,PAYMENT SETTLEMENT TXN20240319042739,2327648.87
REF-20240315-412689,15/03/2024,,24.84,CARD SETTLEMENT NET TXN20240314015753,2327673.71
REF-20240402-488095,02/04/2024,,39.31,PAYMENT SETTLEMENT TXN20240328045838,2327713.02
REF-20240325-588304,25/03/2024,,48.41,PAYMENT SETTLEMENT TXN20240322005961,2327761.43
REF-20240319-155836,19/03/2024,,13.32,PAYMENT SETTLEMENT TXN20240317014152,2327774.75
REF-20240312-913180,12/03/2024,,64.72,PAYMENT SETTLEMENT TXN20240311032619,2327839.47
REF-20240308-541522,08/03/2024,,95.98,CARD SETTLEMENT NET TXN20240307024227,2327935.45
REF-20240327-979875,27/03/2024,,72.26,PAYMENT SETTLEMENT TXN20240326046500,2328007.71
REF-20240311-506053,11/03/2024,,42.74,PAYMENT SETTLEMENT TXN20240308025621,2328050.45
REF-20240322-882579,22/03/2024,,121.73,PAYMENT SETTLEMENT TXN20240321025468,2328172.18
REF-20240319-889806,19/03/2024,,296.17,CARD SETTLEMENT NET TXN20240318028153,2328468.35
REF-20240306-214174,06/03/2024,,127.02,MERCHANT CREDIT CUST1711,2328595.37
REF-20240326-903511,26/03/2024,,21.56,MERCHANT CREDIT CUST5088,2328616.93
REF-20240305-431339,05/03/2024,,152.53,PAYMENT SETTLEMENT TXN20240303002255,2328769.46
REF-20240306-227632,06/03/2024,,75.38,CARD SETTLEMENT NET TXN20240305020040,2328844.84
REF-20240321-972413,21/03/2024,,252.80,PAYMENT SETTLEMENT TXN20240320018261,2329097.64
REF-20240319-709602,19/03/2024,,11.53,PAYMENT SETTLEMENT TXN20240318020433,2329109.17
REF-20240315-840023,15/03/2024,,110.28,CARD SETTLEMENT NET TXN20240314036602,2329219.45
REF-20240305-536705,05/03/2024,,357.46,PAYMENT SETTLEMENT TXN20240302014604,2329576.91
REF-20240325-363142,25/03/2024,,42.93,PAYMENT SETTLEMENT TXN20240322034638,2329619.84
REF-20240313-242436,13/03/2024,,66.10,PAYMENT SETTLEMENT TXN20240312011190,2329685.94
REF-20240322-389577,22/03/2024,,116.71,MERCHANT CREDIT CUST5455,2329802.65
REF-20240320-956004,20/03/2024,,41.18,PAYMENT SETTLEMENT TXN20240319026218,2329843.83
REF-20240402-564070,02/04/2024,,105.65,CARD SETTLEMENT NET TXN20240328007677,2329949.48
REF-20240307-211081,07/03/2024,,37.26,PAYMENT SETTLEMENT TXN20240306028083,2329986.74
REF-20240326-150974,26/03/2024,,118.61,PAYMENT SETTLEMENT TXN20240325012879,2330105.35
REF-20240321-940941,21/03/2024,,31.52,PAYMENT SETTLEMENT TXN20240320029367,2330136.87
REF-20240326-811896,26/03/2024,,369.03,PAYMENT SETTLEMENT TXN20240325043431,2330505.90
REF-20240402-951215,02/04/2024,,202.63,PAYMENT SETTLEMENT TXN20240328044588,2330708.53
REF-20240325-901081,25/03/2024,,235.19,PAYMENT SETTLEMENT TXN20240322004919,2330943.72
REF-20240305-351651,05/03/2024,,150.67,PAYMENT SETTLEMENT TXN20240302007227,2331094.39
REF-20240319-201870,19/03/2024,,15.46,PAYMENT SETTLEMENT TXN20240317009639,2331109.85
REF-20240319-509984,19/03/2024,,79.12,CARD SETTLEMENT NET TXN20240318038936,2331188.97
REF-20240327-948925,27/03/2024,,75.45,PAYMENT SETTLEMENT TXN20240326011900,2331264.42
REF-20240305-394335,05/03/2024,,276.30,PAYMENT SETTLEMENT TXN20240304009747,2331540.72
REF-20240325-811679,25/03/2024,,178.84,PAYMENT SETTLEMENT TXN20240322027144,2331719.56
REF-20240319-769880,19/03/2024,,184.70,PAYMENT SETTLEMENT TXN20240316024080,2331904.26
REF-20240325-633283,25/03/2024,,99.50,PAYMENT SETTLEMENT TXN20240322014470,2332003.76
REF-20240327-150522,27/03/2024,,38.21,PAYMENT SETTLEMENT TXN20240326028196,2332041.97
REF-20240319-742682,19/03/2024,,118.04,PAYMENT SETTLEMENT TXN20240317027375,2332160.01
REF-20240319-480947,19/03/2024,,32.53,PAYMENT SETTLEMENT TXN20240318030480,2332192.54
REF-20240319-225928,19/03/2024,,27.70,PAYMENT SETTLEMENT TXN20240317045181,2332220.24
REF-20240306-781023,06/03/2024,,117.34,PAYMENT SETTLEMENT TXN20240305014407,2332337.58
REF-20240315-252706,15/03/2024,,51.14,PAYMENT SETTLEMENT TXN20240314027773,2332388.72
REF-20240326-595979,26/03/2024,,88.74,PAYMENT SETTLEMENT TXN20240324026052,2332477.46
REF-20240328-904626,28/03/2024,,210.63,MERCHANT CREDIT CUST9303,2332688.09
REF-20240403-527955,03/04/2024,,58.19,PAYMENT SETTLEMENT TXN20240329034426,2332746.28
REF-20240312-403572,12/03/2024,,56.11,PAYMENT SETTLEMENT TXN20240311022578,2332802.39
REF-20240312-874482,12/03/2024,,208.85,PAYMENT SETTLEMENT TXN20240311045309,2333011.24
REF-20240312-605510,12/03/2024,22.73,,RETURNED PAYMENT ORIG REF-20240308-797904 RSN AC04 ACCOUNT CLOSED,2332988.51
REF-20240314-944810,14/03/2024,,150.15,CARD SETTLEMENT NET TXN20240313015451,2333138.66
REF-20240311-556743,11/03/2024,,45.99,PAYMENT SETTLEMENT TXN20240308002566,2333184.65
REF-20240308-388716,08/03/2024,25.51,,REVERSAL OF REF-20240306-845316,2333159.14
REF-20240403-738190,03/04/2024,,332.00,PAYMENT SETTLEMENT TXN20240331012790,2333491.14
REF-20240327-383927,27/03/2024,,442.14,CARD SETTLEMENT NET TXN20240326049665,2333933.28
REF-20240318-492555,18/03/2024,,48.92,PAYMENT SETTLEMENT TXN20240315025224,2333982.20
REF-20240312-859323,12/03/2024,,416.47,PAYMENT SETTLEMENT TXN20240310041464,2334398.67
REF-20240313-963498,13/03/2024,,13.65,PAYMENT SETTLEMENT TXN20240312021775,2334412.32
REF-20240312-155052,12/03/2024,,12.83,PAYMENT SETTLEMENT TXN20240311010473,2334425.15
REF-20240326-849140,26/03/2024,,331.61,MERCHANT CREDIT CUST1698,2334756.76
REF-20240314-251233,14/03/2024,,56.57,PAYMENT SETTLEMENT TXN20240313006774,2334813.33
REF-20240312-492576,12/03/2024,,31.49,PAYMENT SETTLEMENT TXN20240311024090,2334844.82
REF-20240319-850558,19/03/2024,,28.48,MERCHANT CREDIT CUST1758,2334873.30
REF-20240319-894012,19/03/2024,,423.35,MERCHANT CREDIT CUST8267,2335296.65
REF-20240321-972337,21/03/2024,,15.52,PAYMENT SETTLEMENT TXN20240320035962,2335312.17
REF-20240312-143835,12/03/2024,,12.21,PAYMENT SETTLEMENT TXN20240311038703,2335324.38
REF-20240403-325778,03/04/2024,,125.10,PAYMENT SETTLEMENT TXN20240330025850,2335449.48
REF-20240305-969200,05/03/2024,,15.33,PAYMENT SETTLEMENT TXN20240303034905,2335464.81
REF-20240308-295843,08/03/2024,,164.33,PAYMENT SETTLEMENT TXN20240307034874,2335629.14
REF-20240326-437119,26/03/2024,,24.64,PAYMENT SETTLEMENT TXN20240324038238,2335653.78
REF-20240402-165184,02/04/2024,136.80,,REVERSAL OF REF-20240327-306967,2335516.98
REF-20240306-516057,06/03/2024,,68.24,PAYMENT SETTLEMENT TXN20240305000526,2335585.22
REF-20240315-153544,15/03/2024,,166.49,PAYMENT SETTLEMENT TXN20240314021222,2335751.71
REF-20240327-143278,27/03/2024,,224.06,PAYMENT SETTLEMENT TXN20240326005255,2335975.77
REF-20240304-205494,04/03/2024,,103.89,PAYMENT SETTLEMENT TXN20240301018827,2336079.66
REF-20240403-236591,03/04/2024,,73.83,SETTLEMENT BATCH 0403,2336153.49
REF-20240321-950521,21/03/2024,,32.71,PAYMENT SETTLEMENT TXN20240320006770,2336186.20
REF-20240320-932467,20/03/2024,,61.34,PAYMENT SETTLEMENT TXN20240319021506,2336247.54
REF-20240321-679313,21/03/2024,,126.82,CARD SETTLEMENT NET TXN20240320047625,2336374.36
REF-20240311-781958,11/03/2024,,26.83,CARD SETTLEMENT NET TXN20240308046950,2336401.19
REF-20240305-298662,05/03/2024,,180.56,PAYMENT SETTLEMENT TXN20240302046831,2336581.75
REF-20240305-186156,05/03/2024,,707.37,PAYMENT SETTLEMENT TXN20240304014535,2337289.12
REF-20240312-978826,12/03/2024,,253.71,PAYMENT SETTLEMENT TXN20240310027080,2337542.83
REF-20240320-697321,20/03/2024,,51.92,SETTLEMENT BATCH 0320,2337594.75
REF-20240314-265717,14/03/2024,,29.70,PAYMENT SETTLEMENT TXN20240313018755,2337624.45
REF-20240311-481187,11/03/2024,,105.92,CARD SETTLEMENT NET TXN20240308008569,2337730.37
REF-20240326-778356,26/03/2024,,97.35,PAYMENT SETTLEMENT TXN20240324019000,2337827.72
REF-20240319-982803,19/03/2024,,48.82,PAYMENT SETTLEMENT TXN20240317032512,2337876.54
REF-20240328-874277,28/03/2024,,41.52,PAYMENT SETTLEMENT TXN20240327012009,2337918.06
REF-20240313-704588,13/03/2024,,38.35,PAYMENT SETTLEMENT TXN20240312016435,2337956.41
REF-20240328-653024,28/03/2024,,9.98,PAYMENT SETTLEMENT TXN20240327004397,2337966.39
REF-20240312-653324,12/03/2024,,67.34,PAYMENT SETTLEMENT TXN20240310004028,2338033.73
REF-20240320-377147,20/03/2024,,63.69,CARD SETTLEMENT NET TXN20240319031393,2338097.42
REF-20240328-959989,28/03/2024,,98.16,CARD SETTLEMENT NET TXN20240327030780,2338195.58
REF-20240306-186771,06/03/2024,,211.60,PAYMENT SETTLEMENT TXN20240305006394,2338407.18
REF-20240306-827617,06/03/2024,,422.53,PAYMENT SETTLEMENT TXN20240305010358,2338829.71
REF-20240319-174867,19/03/2024,,116.40,PAYMENT SETTLEMENT TXN20240318027509,2338946.11
REF-20240328-251963,28/03/2024,,34.55,PAYMENT SETTLEMENT TXN20240327034199,2338980.66
REF-20240315-231123,15/03/2024,,190.89,PAYMENT SETTLEMENT TXN20240314021777,2339171.55
REF-20240305-554019,05/03/2024,,66.87,CARD SETTLEMENT NET TXN20240302034212,2339238.42
REF-20240306-340642,06/03/2024,,21.40,PAYMENT SETTLEMENT TXN20240305006942,2339259.82
REF-20240311-428473,11/03/2024,,67.08,PAYMENT SETTLEMENT TXN20240308047612,2339326.90
REF-20240307-227370,07/03/2024,,9.96,SETTLEMENT BATCH 0307,2339336.86
REF-20240308-584460,08/03/2024,,1472.93,PAYMENT SETTLEMENT TXN20240307048727,2340809.79
REF-20240327-838176,27/03/2024,,174.70,PAYMENT SETTLEMENT TXN20240326022292,2340984.49
REF-20240403-475850,03/04/2024,,408.52,PAYMENT SETTLEMENT TXN20240330047822,2341393.01
REF-20240312-362217,12/03/2024,,100.99,CARD SETTLEMENT NET TXN20240309030844,2341494.00
REF-20240328-905425,28/03/2024,,17.37,PAYMENT SETTLEMENT TXN20240327024510,2341511.37
REF-20240318-547466,18/03/2024,,23.65,PAYMENT SETTLEMENT TXN20240315038068,2341535.02
REF-20240402-925494,02/04/2024,,58.21,PAYMENT SETTLEMENT TXN20240328014002,2341593.23
REF-20240325-418408,25/03/2024,,149.63,PAYMENT SETTLEMENT TXN20240322004673,2341742.86
REF-20240313-321102,13/03/2024,,253.88,CARD SETTLEMENT NET TXN20240312032157,2341996.74
REF-20240305-936421,05/03/2024,,63.24,PAYMENT SETTLEMENT TXN20240304012719,2342059.98
REF-20240306-415083,06/03/2024,,62.08,PAYMENT SETTLEMENT TXN20240305032737,2342122.06
REF-20240321-707082,21/03/2024,,93.19,SETTLEMENT BATCH 0321,2342215.25
REF-20240313-370400,13/03/2024,,23.10,PAYMENT SETTLEMENT TXN20240312005037,2342238.35
REF-20240402-385944,02/04/2024,,17.88,MERCHANT CREDIT CUST5500,2342256.23
REF-20240312-246548,12/03/2024,,48.78,CARD SETTLEMENT NET TXN20240311013995,2342305.01
REF-20240320-464098,20/03/2024,,1382.54,CARD SETTLEMENT NET TXN20240319002343,2343687.55
REF-20240311-272525,11/03/2024,,57.31,PAYMENT SETTLEMENT TXN20240308007394,2343744.86
REF-20240403-343553,03/04/2024,,29.28,PAYMENT SETTLEMENT TXN20240330004656,2343774.14
REF-20240304-215080,04/03/2024,,165.23,CARD SETTLEMENT NET TXN20240301026541,2343939.37
REF-20240325-824927,25/03/2024,,15.22,PAYMENT SETTLEMENT TXN20240322045096,2343954.59
REF-20240326-291535,26/03/2024,,16.67,PAYMENT SETTLEMENT TXN20240323017461,2343971.26
REF-20240306-695905,06/03/2024,,243.22,PAYMENT SETTLEMENT TXN20240305023212,2344214.48
REF-20240402-126631,02/04/2024,,45.39,MERCHANT CREDIT CUST6501,2344259.87
REF-20240321-411373,21/03/2024,,86.00,PAYMENT SETTLEMENT TXN20240320007156,2344345.87
